id,name,uf,population
3144375,Natalândia,MG,3311
3144409,Natércia,MG,4730
3144508,Nazareno,MG,8608
3144607,Nepomuceno,MG,26769
3144656,Ninheira,MG,10295
3144672,Nova Belém,MG,3190
3144706,Nova Era,MG,17578
3144805,Nova Lima,MG,94889
3144904,Nova Módica,MG,3600
3145000,Nova Ponte,MG,15545
3145059,Nova Porteirinha,MG,7500
3145109,Nova Resende,MG,16723
3145208,Nova Serrana,MG,102693
3145307,Novo Cruzeiro,MG,31331
3145356,Novo Oriente de Minas,MG,10755
3145372,Novorizonte,MG,5299
3145406,Olaria,MG,1747
3145455,Olhos-d'Água,MG,6096
3145505,Olímpio Noronha,MG,2787
3145604,Oliveira,MG,41687
3145703,Oliveira Fortes,MG,2133
3145802,Onça de Pitangui,MG,3148
3145851,Oratórios,MG,4655
3145877,Orizânia,MG,8018
3145901,Ouro Branco,MG,39500
3146008,Ouro Fino,MG,33639
3146107,Ouro Preto,MG,74281
3146206,Ouro Verde de Minas,MG,5934
3146255,Padre Carvalho,MG,6378
3146305,Padre Paraíso,MG,20154
3146404,Paineiras,MG,4486
3146503,Pains,MG,8283
3146552,Pai Pedro,MG,6089
3146602,Paiva,MG,1529
3146701,Palma,MG,6616
3146750,Palmópolis,MG,5507
3146909,Papagaios,MG,15674
3147006,Paracatu,MG,93158
3147105,Pará de Minas,MG,93969
3147204,Paraguaçu,MG,21513
3147303,Paraisópolis,MG,21083
3147402,Paraopeba,MG,24540
3147501,Passabém,MG,1649
3147600,Passa Quatro,MG,16344
3147709,Passa Tempo,MG,8084
3147808,Passa Vinte,MG,2039
3147907,Passos,MG,114679
3147956,Patis,MG,5972
3148004,Patos de Minas,MG,152488
3148103,Patrocínio,MG,90757
3148202,Patrocínio do Muriaé,MG,5684
3148301,Paula Cândido,MG,9571
3148400,Paulistas,MG,4830
3148509,Pavão,MG,8450
3148608,Peçanha,MG,17541
3148707,Pedra Azul,MG,24324
3148756,Pedra Bonita,MG,7097
3148806,Pedra do Anta,MG,3052
3148905,Pedra do Indaiá,MG,3972
3149002,Pedra Dourada,MG,2504
3149101,Pedralva,MG,11195
3149150,Pedras de Maria da Cruz,MG,12107
3149200,Pedrinópolis,MG,3635
3149309,Pedro Leopoldo,MG,64258
3149408,Pedro Teixeira,MG,1807
3149507,Pequeri,MG,3320
3149606,Pequi,MG,4406
3149705,Perdigão,MG,11506
3149804,Perdizes,MG,16168
3149903,Perdões,MG,21390
3149952,Periquito,MG,6810
3150000,Pescador,MG,4252
3150109,Piau,MG,2748
3150158,Piedade de Caratinga,MG,8566
3150208,Piedade de Ponte Nova,MG,4140
3150307,Piedade do Rio Grande,MG,4497
3150406,Piedade dos Gerais,MG,4982
3150505,Pimenta,MG,8660
3150539,Pingo d'Água,MG,4941
3150570,Pintópolis,MG,7507
3150604,Piracema,MG,6409
3150703,Pirajuba,MG,6199
3150802,Piranga,MG,17626
3150901,Piranguçu,MG,5472
3151008,Piranguinho,MG,8596
3151107,Pirapetinga,MG,10752
3151206,Pirapora,MG,56428
3151305,Piraúba,MG,10787
3151404,Pitangui,MG,27989
3151503,Piumhi,MG,34691
3151602,Planura,MG,12133
3151701,Poço Fundo,MG,16791
3151800,Poços de Caldas,MG,167397
3151909,Pocrane,MG,8432
3152006,Pompéu,MG,31812
3152105,Ponte Nova,MG,59742
3152131,Ponto Chique,MG,4261
3152170,Ponto dos Volantes,MG,12121
3152204,Porteirinha,MG,37906
3152303,Porto Firme,MG,11279
3152402,Poté,MG,16555
3152501,Pouso Alegre,MG,150737
3152600,Pouso Alto,MG,5940
3152709,Prados,MG,9031
3152808,Prata,MG,27856
3152907,Pratápolis,MG,8603
3153004,Pratinha,MG,3603
3153103,Presidente Bernardes,MG,5369
3153202,Presidente Juscelino,MG,3641
3153301,Presidente Kubitschek,MG,3002
3153400,Presidente Olegário,MG,19573
3153509,Alto Jequitibá,MG,8317
3153608,Prudente de Morais,MG,10733
3153707,Quartel Geral,MG,3563
3153806,Queluzito,MG,1939
3153905,Raposos,MG,16354
3154002,Raul Soares,MG,23762
3154101,Recreio,MG,10517
3154150,Reduto,MG,7154
3154200,Resende Costa,MG,11500
3154309,Resplendor,MG,17397
3154408,Ressaquinha,MG,4808
3154457,Riachinho,MG,8136
3154507,Riacho dos Machados,MG,9481
3154606,Ribeirão das Neves,MG,334858
3154705,Ribeirão Vermelho,MG,4033
3154804,Rio Acima,MG,10312
3154903,Rio Casca,MG,13564
3155009,Rio Doce,MG,2610
3155108,Rio do Prado,MG,5150
3155207,Rio Espera,MG,5474
3155306,Rio Manso,MG,5832
3155405,Rio Novo,MG,8949
3155504,Rio Paranaíba,MG,12313
3155603,Rio Pardo de Minas,MG,30914
3155702,Rio Piracicaba,MG,14339
3155801,Rio Pomba,MG,17910
3155900,Rio Preto,MG,5476
3156007,Rio Vermelho,MG,12846
3156106,Ritápolis,MG,4604
3156205,Rochedo de Minas,MG,2305
3156304,Rodeiro,MG,8109
3156403,Romaria,MG,3533
3156452,Rosário da Limeira,MG,4594
3156502,Rubelita,MG,5995
3156601,Rubim,MG,10241
3156700,Sabará,MG,136344
3156809,Sabinópolis,MG,15470
3156908,Sacramento,MG,26185
3157005,Salinas,MG,41527
3157104,Salto da Divisa,MG,7009
3157203,Santa Bárbara,MG,31324
3157252,Santa Bárbara do Leste,MG,8147
3157278,Santa Bárbara do Monte Verde,MG,3150
3157302,Santa Bárbara do Tugúrio,MG,4430
3157336,Santa Cruz de Minas,MG,8604
3157377,Santa Cruz de Salinas,MG,4142
3157401,Santa Cruz do Escalvado,MG,4758
3157500,Santa Efigênia de Minas,MG,4409
3157609,Santa Fé de Minas,MG,3846
3157658,Santa Helena de Minas,MG,6366
3157708,Santa Juliana,MG,14003
3157807,Santa Luzia,MG,219134
3157906,Santa Margarida,MG,16208
3158003,Santa Maria de Itabira,MG,10847
3158102,Santa Maria do Salto,MG,5232
3158201,Santa Maria do Suaçuí,MG,14615
3158300,Santana da Vargem,MG,7100
3158409,Santana de Cataguases,MG,3872
3158508,Santana de Pirapama,MG,7642
3158607,Santana do Deserto,MG,3976
3158706,Santana do Garambéu,MG,2458
3158805,Santana do Jacaré,MG,4821
3158904,Santana do Manhuaçu,MG,8674
3158953,Santana do Paraíso,MG,34663
3159001,Santana do Riacho,MG,4295
3159100,Santana dos Montes,MG,3777
3159209,Santa Rita de Caldas,MG,8949
3159308,Santa Rita de Jacutinga,MG,4884
3159357,Santa Rita de Minas,MG,7212
3159407,Santa Rita de Ibitipoca,MG,3425
3159506,Santa Rita do Itueto,MG,5489
3159605,Santa Rita do Sapucaí,MG,43260
3159704,Santa Rosa da Serra,MG,3350
3159803,Santa Vitória,MG,19742
3159902,Santo Antônio do Amparo,MG,18525
3160009,Santo Antônio do Aventureiro,MG,3602
3160108,Santo Antônio do Grama,MG,3911
3160207,Santo Antônio do Itambé,MG,3838
3160306,Santo Antônio do Jacinto,MG,11640
3160405,Santo Antônio do Monte,MG,28243
3160454,Santo Antônio do Retiro,MG,7277
3160504,Santo Antônio do Rio Abaixo,MG,1765
3160603,Santo Hipólito,MG,3087
3160702,Santos Dumont,MG,46487
3160801,São Bento Abade,MG,5286
3160900,São Brás do Suaçuí,MG,3738
3160959,São Domingos das Dores,MG,5644
3161007,São Domingos do Prata,MG,17359
3161056,São Félix de Minas,MG,3369
3161106,São Francisco,MG,56323
3161205,São Francisco de Paula,MG,6527
3161304,São Francisco de Sales,MG,6238
3161403,São Francisco do Glória,MG,4844
3161502,São Geraldo,MG,12366
3161601,São Geraldo da Piedade,MG,3962
3161650,São Geraldo do Baixio,MG,4012
3161700,São Gonçalo do Abaeté,MG,8389
3161809,São Gonçalo do Pará,MG,12411
3161908,São Gonçalo do Rio Abaixo,MG,10920
3162005,São Gonçalo do Sapucaí,MG,25449
3162104,São Gotardo,MG,35469
3162203,São João Batista do Glória,MG,7453
3162252,São João da Lagoa,MG,4915
3162302,São João da Mata,MG,2749
3162401,São João da Ponte,MG,25165
3162450,São João das Missões,MG,13014
3162500,São João del Rei,MG,90082
3162559,São João do Manhuaçu,MG,11559
3162575,São João do Manteninha,MG,5859
3162609,São João do Oriente,MG,7498
3162658,São João do Pacuí,MG,4419
3162708,São João do Paraíso,MG,23618
3162807,São João Evangelista,MG,15774
3162906,São João Nepomuceno,MG,26361
3162922,São Joaquim de Bicas,MG,31578
3162948,São José da Barra,MG,7426
3162955,São José da Lapa,MG,23766
3163003,São José da Safira,MG,4268
3163102,São José da Varginha,MG,5004
3163201,São José do Alegre,MG,4196
3163300,São José do Divino,MG,3860
3163409,São José do Goiabal,MG,5420
3163508,São José do Jacuri,MG,6453
3163607,São José do Mantimento,MG,2791
3163706,São Lourenço,MG,45851
3163805,São Miguel do Anta,MG,6938
3163904,São Pedro da União,MG,4659
3164001,São Pedro dos Ferros,MG,7781
3164100,São Pedro do Suaçuí,MG,5246
3164209,São Romão,MG,12337
3164308,São Roque de Minas,MG,7051
3164407,São Sebastião da Bela Vista,MG,5504
3164431,São Sebastião da Vargem Alegre,MG,3007
3164472,São Sebastião do Anta,MG,6555
3164506,São Sebastião do Maranhão,MG,10044
3164605,São Sebastião do Oeste,MG,6775
3164704,São Sebastião do Paraíso,MG,70956
3164803,São Sebastião do Rio Preto,MG,1506
3164902,São Sebastião do Rio Verde,MG,2241
3165008,São Tiago,MG,10941
3165107,São Tomás de Aquino,MG,7021
3165206,São Tomé das Letras,MG,7089
3165305,São Vicente de Minas,MG,7753
3165404,Sapucaí-Mirim,MG,6930
3165503,Sardoá,MG,6300
3165537,Sarzedo,MG,32752
3165552,Setubinha,MG,12258
3165560,Sem-Peixe,MG,2633
3165578,Senador Amaral,MG,5356
3165602,Senador Cortes,MG,2005
3165701,Senador Firmino,MG,7812
3165800,Senador José Bento,MG,1502
3165909,Senador Modestino Gonçalves,MG,4156
3166006,Senhora de Oliveira,MG,5786
3166105,Senhora do Porto,MG,3523
3166204,Senhora dos Remédios,MG,10459
3166303,Sericita,MG,7326
3166402,Seritinga,MG,1851
3166501,Serra Azul de Minas,MG,4293
3166600,Serra da Saudade,MG,781
3166709,Serra dos Aimorés,MG,8699
3166808,Serra do Salitre,MG,11582
3166907,Serrania,MG,7669
3166956,Serranópolis de Minas,MG,4781
3167004,Serranos,MG,1963
3167103,Serro,MG,20966
3167202,Sete Lagoas,MG,239639
3167301,Silveirânia,MG,2261
3167400,Silvianópolis,MG,6238
3167509,Simão Pereira,MG,2615
3167608,Simonésia,MG,19633
3167707,Sobrália,MG,5553
3167806,Soledade de Minas,MG,6151
3167905,Tabuleiro,MG,3750
3168002,Taiobeiras,MG,34132
3168051,Taparuba,MG,3110
3168101,Tapira,MG,4773
3168200,Tapiraí,MG,1875
3168309,Taquaraçu de Minas,MG,4077
3168408,Tarumirim,MG,14326
3168507,Teixeiras,MG,11661
3168606,Teófilo Otoni,MG,140592
3168705,Timóteo,MG,89842
3168804,Tiradentes,MG,7981
3168903,Tiros,MG,6480
3169000,Tocantins,MG,16659
3169059,Tocos do Moji,MG,4101
3169109,Toledo,MG,6258
3169208,Tombos,MG,8022
3169307,Três Corações,MG,79482
3169356,Três Marias,MG,32356
3169406,Três Pontas,MG,56746
3169505,Tumiritinga,MG,6732
3169604,Tupaciguara,MG,25327
3169703,Turmalina,MG,19964
3169802,Turvolândia,MG,5040
3169901,Ubá,MG,115552
3170008,Ubaí,MG,12533
3170057,Ubaporanga,MG,12471
3170107,Uberaba,MG,333783
3170206,Uberlândia,MG,691305
3170305,Umburatiba,MG,2611
3170404,Unaí,MG,84378
3170438,União de Minas,MG,4304
3170479,Uruana de Minas,MG,3264
3170503,Urucânia,MG,10358
3170529,Urucuia,MG,16865
3170578,Vargem Alegre,MG,6480
3170602,Vargem Bonita,MG,2153
3170651,Vargem Grande do Rio Pardo,MG,5007
3170701,Varginha,MG,135558
3170750,Varjão de Minas,MG,7036
3170800,Várzea da Palma,MG,39493
3170909,Varzelândia,MG,19320
3171006,Vazante,MG,20590
3171030,Verdelândia,MG,9355
3171071,Veredinha,MG,5720
3171105,Veríssimo,MG,3999
3171154,Vermelho Novo,MG,4839
3171204,Vespasiano,MG,127601
3171303,Viçosa,MG,78846
3171402,Vieiras,MG,3608
3171501,Mathias Lobato,MG,3203
3171600,Virgem da Lapa,MG,13752
3171709,Virgínia,MG,8674
3171808,Virginópolis,MG,10510
3171907,Virgolândia,MG,5380
3172004,Visconde do Rio Branco,MG,42564
3172103,Volta Grande,MG,5252
3172202,Wenceslau Braz,MG,2552
3200102,Afonso Cláudio,ES,30586
3200136,Águia Branca,ES,9642
3200169,Água Doce do Norte,ES,11019
3200201,Alegre,ES,30084
3200300,Alfredo Chaves,ES,14601
3200359,Alto Rio Novo,ES,7836
3200409,Anchieta,ES,29263
3200508,Apiacá,ES,7567
3200607,Aracruz,ES,101220
3200706,Atílio Vivacqua,ES,11936
3200805,Baixo Guandu,ES,30998
3200904,Barra de São Francisco,ES,44650
3201001,Boa Esperança,ES,15037
3201100,Bom Jesus do Norte,ES,9936
3201159,Brejetuba,ES,12404
3201209,Cachoeiro de Itapemirim,ES,208972
3201308,Cariacica,ES,381285
3201407,Castelo,ES,37534
3201506,Colatina,ES,122499
3201605,Conceição da Barra,ES,31063
3201704,Conceição do Castelo,ES,12723
3201803,Divino de São Lourenço,ES,4304
3201902,Domingos Martins,ES,33850
3202009,Dores do Rio Preto,ES,6749
3202108,Ecoporanga,ES,22923
3202207,Fundão,ES,21509
3202256,Governador Lindenberg,ES,12709
3202306,Guaçuí,ES,30867
3202405,Guarapari,ES,124859
3202454,Ibatiba,ES,26082
3202504,Ibiraçu,ES,12479
3202553,Ibitirama,ES,8889
3202603,Iconha,ES,13860
3202652,Irupi,ES,13377
3202702,Itaguaçu,ES,14066
3202801,Itapemirim,ES,34348
3202900,Itarana,ES,10555
3203007,Iúna,ES,29161
3203056,Jaguaré,ES,30477
3203106,Jerônimo Monteiro,ES,12192
3203130,João Neiva,ES,16668
3203163,Laranja da Terra,ES,10947
3203205,Linhares,ES,173555
3203304,Mantenópolis,ES,15350
3203320,Marataízes,ES,38499
3203346,Marechal Floriano,ES,16694
3203353,Marilândia,ES,12833
3203403,Mimoso do Sul,ES,26153
3203502,Montanha,ES,18833
3203601,Mucurici,ES,5524
3203700,Muniz Freire,ES,17465
3203809,Muqui,ES,15449
3203908,Nova Venécia,ES,50110
3204005,Pancas,ES,23184
3204054,Pedro Canário,ES,26184
3204104,Pinheiros,ES,27047
3204203,Piúma,ES,21711
3204252,Ponto Belo,ES,7863
3204302,Presidente Kennedy,ES,11574
3204351,Rio Bananal,ES,19141
3204401,Rio Novo do Sul,ES,11622
3204500,Santa Leopoldina,ES,12224
3204559,Santa Maria de Jetibá,ES,40431
3204609,Santa Teresa,ES,23590
3204658,São Domingos do Norte,ES,8638
3204708,São Gabriel da Palha,ES,37947
3204807,São José do Calçado,ES,10556
3204906,São Mateus,ES,130611
3204955,São Roque do Canaã,ES,12415
3205002,Serra,ES,517510
3205010,Sooretama,ES,30070
3205036,Vargem Alta,ES,21402
3205069,Venda Nova do Imigrante,ES,25277
3205101,Viana,ES,78239
3205150,Vila Pavão,ES,9208
3205176,Vila Valério,ES,14080
3205200,Vila Velha,ES,493838
3205309,Vitória,ES,362097
3300100,Angra dos Reis,RJ,203785
3300159,Aperibé,RJ,11759
3300209,Araruama,RJ,132400
3300225,Areal,RJ,12572
3300233,Armação dos Búzios,RJ,33870
3300258,Arraial do Cabo,RJ,30349
3300308,Barra do Piraí,RJ,100374
3300407,Barra Mansa,RJ,184412
3300456,Belford Roxo,RJ,510906
3300506,Bom Jardim,RJ,27446
3300605,Bom Jesus do Itabapoana,RJ,37096
3300704,Cabo Frio,RJ,226525
3300803,Cachoeiras de Macacu,RJ,58937
3300902,Cambuci,RJ,15505
3300936,Carapebus,RJ,16301
3300951,Comendador Levy Gasparian,RJ,8561
3301009,Campos dos Goytacazes,RJ,507548
3301108,Cantagalo,RJ,20172
3301157,Cardoso Moreira,RJ,12823
3301207,Carmo,RJ,18895
3301306,Casimiro de Abreu,RJ,44184
3301405,Conceição de Macabu,RJ,23228
3301504,Cordeiro,RJ,21926
3301603,Duas Barras,RJ,11492
3301702,Duque de Caxias,RJ,919596
3301801,Engenheiro Paulo de Frontin,RJ,14002
3301850,Guapimirim,RJ,60517
3301876,Iguaba Grande,RJ,28310
3301900,Itaboraí,RJ,240592
3302007,Itaguaí,RJ,133019
3302056,Italva,RJ,15207
3302106,Itaocara,RJ,23234
3302205,Itaperuna,RJ,103224
3302254,Itatiaia,RJ,31805
3302270,Japeri,RJ,104768
3302304,Laje do Muriaé,RJ,7355
3302403,Macaé,RJ,256672
3302452,Macuco,RJ,5599
3302502,Magé,RJ,245071
3302601,Mangaratiba,RJ,44468
3302700,Maricá,RJ,161207
3302809,Mendes,RJ,18614
3302858,Mesquita,RJ,176103
3302908,Miguel Pereira,RJ,25538
3303005,Miracema,RJ,27174
3303104,Natividade,RJ,15317
3303203,Nilópolis,RJ,162485
3303302,Niterói,RJ,513584
3303401,Nova Friburgo,RJ,190631
3303500,Nova Iguaçu,RJ,821128
3303609,Paracambi,RJ,52257
3303708,Paraíba do Sul,RJ,44285
3303807,Paraty,RJ,43165
3303856,Paty do Alferes,RJ,27769
3303906,Petrópolis,RJ,306191
3303955,Pinheiral,RJ,25156
3304003,Piraí,RJ,29277
3304102,Porciúncula,RJ,18847
3304110,Porto Real,RJ,19683
3304128,Quatis,RJ,14302
3304144,Queimados,RJ,150319
3304151,Quissamã,RJ,24700
3304201,Resende,RJ,131341
3304300,Rio Bonito,RJ,60201
3304409,Rio Claro,RJ,18529
3304508,Rio das Flores,RJ,9284
3304524,Rio das Ostras,RJ,150674
3304557,Rio de Janeiro,RJ,6718903
3304607,Santa Maria Madalena,RJ,10404
3304706,Santo Antônio de Pádua,RJ,42479
3304755,São Francisco de Itabapoana,RJ,42205
3304805,São Fidélis,RJ,38669
3304904,São Gonçalo,RJ,1084839
3305000,São João da Barra,RJ,36102
3305109,São João de Meriti,RJ,472406
3305133,São José de Ubá,RJ,7171
3305158,São José do Vale do Rio Preto,RJ,21795
3305208,São Pedro da Aldeia,RJ,104476
3305307,São Sebastião do Alto,RJ,9357
3305406,Sapucaia,RJ,18228
3305505,Saquarema,RJ,89170
3305554,Seropédica,RJ,82312
3305604,Silva Jardim,RJ,21774
3305703,Sumidouro,RJ,15623
3305752,Tanguá,RJ,34309
3305802,Teresópolis,RJ,182594
3305901,Trajano de Moraes,RJ,10626
3306008,Três Rios,RJ,81804
3306107,Valença,RJ,76523
3306156,Varre-Sai,RJ,11000
3306206,Vassouras,RJ,36896
3306305,Volta Redonda,RJ,273012
3500105,Adamantina,SP,35068
3500204,Adolfo,SP,3562
3500303,Aguaí,SP,36305
3500402,Águas da Prata,SP,8180
3500501,Águas de Lindóia,SP,18705
3500550,Águas de Santa Bárbara,SP,6075
3500600,Águas de São Pedro,SP,3451
3500709,Agudos,SP,37214
3500758,Alambari,SP,6025
3500808,Alfredo Marcondes,SP,4166
3500907,Altair,SP,4160
3501004,Altinópolis,SP,16184
3501103,Alto Alegre,SP,4099
3501152,Alumínio,SP,18628
3501202,Álvares Florence,SP,3679
3501301,Álvares Machado,SP,24915
3501400,Álvaro de Carvalho,SP,5227
3501509,Alvinlândia,SP,3222
3501608,Americana,SP,239597
3501707,Américo Brasiliense,SP,40504
3501806,Américo de Campos,SP,5969
3501905,Amparo,SP,72195
3502002,Analândia,SP,4995
3502101,Andradina,SP,57157
3502200,Angatuba,SP,25228
3502309,Anhembi,SP,6724
3502408,Anhumas,SP,4115
3502507,Aparecida,SP,36157
3502606,Aparecida d'Oeste,SP,4196
3502705,Apiaí,SP,24374
3502754,Araçariguama,SP,22364
3502804,Araçatuba,SP,197016
3502903,Araçoiaba da Serra,SP,34146
3503000,Aramina,SP,5620
3503109,Arandu,SP,6357
3503158,Arapeí,SP,2469
3503208,Araraquara,SP,236072
3503307,Araras,SP,134236
3503356,Arco-Íris,SP,1791
3503406,Arealva,SP,8560
3503505,Areias,SP,3886
3503604,Areiópolis,SP,11129
3503703,Ariranha,SP,9668
3503802,Artur Nogueira,SP,54408
3503901,Arujá,SP,89824
3503950,Aspásia,SP,1822
3504008,Assis,SP,104386
3504107,Atibaia,SP,142761
3504206,Auriflama,SP,15189
3504305,Avaí,SP,5403
3504404,Avanhandava,SP,13649
3504503,Avaré,SP,90655
3504602,Bady Bassitt,SP,17502
3504701,Balbinos,SP,5735
3504800,Bálsamo,SP,9068
3504909,Bananal,SP,10945
3505005,Barão de Antonina,SP,3469
3505104,Barbosa,SP,7402
3505203,Bariri,SP,35264
3505302,Barra Bonita,SP,36126
3505351,Barra do Chapéu,SP,5724
3505401,Barra do Turvo,SP,7659
3505500,Barretos,SP,122098
3505609,Barrinha,SP,32812
3505708,Barueri,SP,274182
3505807,Bastos,SP,20953
3505906,Batatais,SP,62508
3506003,Bauru,SP,376818
3506102,Bebedouro,SP,77496
3506201,Bento de Abreu,SP,2980
3506300,Bernardino de Campos,SP,11148
3506359,Bertioga,SP,63249
3506409,Bilac,SP,8034
3506508,Birigui,SP,123638
3506607,Biritiba Mirim,SP,32598
3506706,Boa Esperança do Sul,SP,14923
3506805,Bocaina,SP,12329
3506904,Bofete,SP,11730
3507001,Boituva,SP,60997
3507100,Bom Jesus dos Perdões,SP,25448
3507159,Bom Sucesso de Itararé,SP,3954
3507209,Borá,SP,837
3507308,Boracéia,SP,4823
3507407,Borborema,SP,16046
3507456,Borebi,SP,2653
3507506,Botucatu,SP,146497
3507605,Bragança Paulista,SP,168668
3507704,Braúna,SP,5686
3507753,Brejo Alegre,SP,2865
3507803,Brodowski,SP,24939
3507902,Brotas,SP,24403
3508009,Buri,SP,19878
3508108,Buritama,SP,17144
3508207,Buritizal,SP,4481
3508306,Cabrália Paulista,SP,4264
3508405,Cabreúva,SP,49707
3508504,Caçapava,SP,94263
3508603,Cachoeira Paulista,SP,33327
3508702,Caconde,SP,18985
3508801,Cafelândia,SP,17767
3508900,Caiabu,SP,4191
3509007,Caieiras,SP,101470
3509106,Caiuá,SP,5874
3509205,Cajamar,SP,76801
3509254,Cajati,SP,28549
3509304,Cajobi,SP,10542
3509403,Cajuru,SP,26167
3509452,Campina do Monte Alegre,SP,6024
3509502,Campinas,SP,1204073
3509601,Campo Limpo Paulista,SP,84650
3509700,Campos do Jordão,SP,52088
3509809,Campos Novos Paulista,SP,4965
3509908,Cananéia,SP,12540
3509957,Canas,SP,5138
3510005,Cândido Mota,SP,31280
3510104,Cândido Rodrigues,SP,2793
3510153,Canitar,SP,5216
3510203,Capão Bonito,SP,47138
3510302,Capela do Alto,SP,20706
3510401,Capivari,SP,55768
3510500,Caraguatatuba,SP,121532
3510609,Carapicuíba,SP,400927
3510708,Cardoso,SP,12326
3510807,Casa Branca,SP,30380
3510906,Cássia dos Coqueiros,SP,2523
3511003,Castilho,SP,21006
3511102,Catanduva,SP,121862
3511201,Catiguá,SP,7804
3511300,Cedral,SP,9237
3511409,Cerqueira César,SP,19985
3511508,Cerquilho,SP,48949
3511607,Cesário Lange,SP,18148
3511706,Charqueada,SP,17190
3511904,Clementina,SP,8617
3512001,Colina,SP,18468
3512100,Colômbia,SP,6210
3512209,Conchal,SP,28050
3512308,Conchas,SP,17896
3512407,Cordeirópolis,SP,24528
3512506,Coroados,SP,6058
3512605,Coronel Macedo,SP,4681
3512704,Corumbataí,SP,4055
3512803,Cosmópolis,SP,72252
3512902,Cosmorama,SP,7307
3513009,Cotia,SP,249210
3513108,Cravinhos,SP,35292
3513207,Cristais Paulista,SP,8631
3513306,Cruzália,SP,2073
3513405,Cruzeiro,SP,82238
3513504,Cubatão,SP,130705
3513603,Cunha,SP,21547
3513702,Descalvado,SP,33718
3513801,Diadema,SP,423884
3513850,Dirce Reis,SP,1793
3513900,Divinolândia,SP,11146
3514007,Dobrada,SP,8929
3514106,Dois Córregos,SP,27315
3514205,Dolcinópolis,SP,2115
3514304,Dourado,SP,8873
3514403,Dracena,SP,46793
3514502,Duartina,SP,12445
3514601,Dumont,SP,9868
3514700,Echaporã,SP,6102
3514809,Eldorado,SP,15494
3514908,Elias Fausto,SP,17772
3514924,Elisiário,SP,3651
3514957,Embaúba,SP,2452
3515004,Embu das Artes,SP,273726
3515103,Embu-Guaçu,SP,69385
3515129,Emilianópolis,SP,3214
3515152,Engenheiro Coelho,SP,20773
3515186,Espírito Santo do Pinhal,SP,44330
3515194,Espírito Santo do Turvo,SP,4829
3515202,Estrela d'Oeste,SP,8419
3515301,Estrela do Norte,SP,2766
3515350,Euclides da Cunha Paulista,SP,9371
3515400,Fartura,SP,16036
3515509,Fernandópolis,SP,69116
3515608,Fernando Prestes,SP,5783
3515657,Fernão,SP,1716
3515707,Ferraz de Vasconcelos,SP,194276
3515806,Flora Rica,SP,1464
3515905,Floreal,SP,2917
3516002,Flórida Paulista,SP,14640
3516101,Florínea,SP,2676
3516200,Franca,SP,353187
3516309,Francisco Morato,SP,175844
3516408,Franco da Rocha,SP,154489
3516507,Gabriel Monteiro,SP,2776
3516606,Gália,SP,6548
3516705,Garça,SP,44390
3516804,Gastão Vidigal,SP,4808
3516853,Gavião Peixoto,SP,4789
3516903,General Salgado,SP,10869
3517000,Getulina,SP,11409
3517109,Glicério,SP,4815
3517208,Guaiçara,SP,12168
3517307,Guaimbê,SP,5765
3517406,Guaíra,SP,40790
3517505,Guapiaçu,SP,21454
3517604,Guapiara,SP,17157
3517703,Guará,SP,21220
3517802,Guaraçaí,SP,8323
3517901,Guaraci,SP,11188
3518008,Guarani d'Oeste,SP,2000
3518107,Guarantã,SP,6664
3518206,Guararapes,SP,32939
3518305,Guararema,SP,29798
3518404,Guaratinguetá,SP,121798
3518503,Guareí,SP,18520
3518602,Guariba,SP,40105
3518701,Guarujá,SP,320459
3518800,Guarulhos,SP,1379182
3518859,Guatapará,SP,7656
3518909,Guzolândia,SP,5267
3519006,Herculândia,SP,9526
3519055,Holambra,SP,14930
3519071,Hortolândia,SP,230851
3519105,Iacanga,SP,11710
3519204,Iacri,SP,6321
3519253,Iaras,SP,9240
3519303,Ibaté,SP,35104
3519402,Ibirá,SP,12393
3519501,Ibirarema,SP,7753
3519600,Ibitinga,SP,60033
3519709,Ibiúna,SP,78878
3519808,Icém,SP,8243
3519907,Iepê,SP,8159
3520004,Igaraçu do Tietê,SP,24674
3520103,Igarapava,SP,30432
3520202,Igaratá,SP,9534
3520301,Iguape,SP,30857
3520400,Ilhabela,SP,34970
3520426,Ilha Comprida,SP,11166
3520442,Ilha Solteira,SP,26686
3520509,Indaiatuba,SP,251627
3520608,Indiana,SP,4885
3520707,Indiaporã,SP,3897
3520806,Inúbia Paulista,SP,3991
3520905,Ipaussu,SP,14971
3521002,Iperó,SP,37133
3521101,Ipeúna,SP,7546
3521150,Ipiguá,SP,5392
3521200,Iporanga,SP,4218
3521309,Ipuã,SP,16409
3521408,Iracemápolis,SP,24235
3521507,Irapuã,SP,7993
3521606,Irapuru,SP,8294
3521705,Itaberá,SP,17556
3521804,Itaí,SP,27125
3521903,Itajobi,SP,15262
3522000,Itaju,SP,3835
3522109,Itanhaém,SP,101816
3522158,Itaoca,SP,3328
3522208,Itapecerica da Serra,SP,175693
3522307,Itapetininga,SP,163901
3522406,Itapeva,SP,94354
3522505,Itapevi,SP,237700
3522604,Itapira,SP,74773
3522653,Itapirapuã Paulista,SP,4241
3522703,Itápolis,SP,43120
3522802,Itaporanga,SP,15149
3522901,Itapuí,SP,13992
3523008,Itapura,SP,4906
3523107,Itaquaquecetuba,SP,370821
3523206,Itararé,SP,50503
3523305,Itariri,SP,17436
3523404,Itatiba,SP,120858
3523503,Itatinga,SP,20697
